Hymn of the Faller,5,"The ability to draw two cards for 2 mana is a great deal, and one definitely worth going for. While you can fire off Hymn of the Faller to just draw one card in a pinch, you probably should hold off for as long as possible and hope to trade something off and get an extra card for your troubles. Of course, the fact that you have that bail out option makes this nice and flexible, and I’m sure this’ll be a strong card in EOE Limited."
Insatiable Skittermaw,1,"A Gray Ogre with menace just isn’t good enough on its own. You need to enable void to make this a remotely playable card, and I’m not willing to put that effort in. The sacrifice deck looks like it has a lot of good things going for it, but I don’t think Insatiable Skittermaw is one of them."
Lightless Evangel,4,"Unlike similar creatures in the past, Lightless Evangel only triggers when you sacrifice something, not when anything dies. That’s quite a big difference, but not one that the sacrifice deck will actually care about. As such, you’ll love to play this vampire in that deck, but your average black deck can probably skip on it."
Monoist Circuit-Feeder,7,"This is bound to be one of my favorite cards in Edge of Eternities. Gotta love a Nekrataal that’s also a big threat. Yes, Monoist Circuit-Feeder needs some support, but you’re bound to have at least a couple of artifacts out by the time you cast this, and it should be able to kill most things. The +X/+0 part is also very relevant, allowing you either to make a big attack that you wouldn’t be able to otherwise or simply to put a lot of charge counters onto a spacecraft."
Monoist Sentry,4,"This is a great design, and I love it. Monoist Sentry will probably play out very similarly to a 1-drop with deathtouch, as it can trade for a lot of creatures in combat. But the gimmick here is that its high power makes it very good at stationing spacecraft. And fun fact, this is only the fourth creature in Magic’s history, with the exception of things like double-faced cards and vehicles, to cost 1 mana and have 4 or more power (alongside Phyrexian Dreadnought, Death's Shadow, and Vexing Devil)."
Perigee Beckoner,1,"Common 5-drops are incredibly replaceable, and I don’t see Perigee Beckoner bucking that trend. This ability is just a lot worse when your opponent can see it coming, so I don’t see this being very good at all."
Requiem Monolith,8,"There’s a lot of text here, but it essentially translates to a Phyrexian Arena over which you have more control. All you need is a creature with at least 2 toughness to target with it. This black artifact then has the extra bonus of letting you draw a bunch more cards if the creature you targeted gets into combat. That alone would be very good, but it has another aspect to it: It can target your opponents’ creatures too! They can decline to ping their own creature, but the triggered ability you give to the creature is mandatory, so if you target an opponent’s creature and then deal a large amount of damage to it, your opponent is forced to lose that much life. That’s not going to happen very often, but it does mean that if Requiem Monolith is in my deck, I’m much more likely to want a Pinnacle Kill-Ship."
Scrounge for Eternity,1,"Reanimate spells tend to be a bit weak in Limited, and Scrounge for Eternity has a lot less going for it. This one even costs you a creature or artifact and barely even gives you a mana advantage on cheating something out. It’s not unplayable, but it’s far from being good."
"Sothera, the Supervoid",10,"A Grave Pact that exiles is something that any sacrifice-themed deck would love to have. Even a deck not built around sacrifices can utilize Sothera, the Supervoid, since even trading off creatures in battle triggers it. This legendary enchantment also punishes your opponents for killing your creatures. The second ability is also great, even though you might miss having it around. Overall, I think this is just absurd. Turning one-for-ones into two-for-ones is a very appealing effect, and it even turns itself into a big creature for you to win the game with."
Sunset Saboteur,3,"Oh boy. I knew right away this would be difficult to evaluate. Sunset Saboteur dies to every removal spell, but the ward cost guarantees you a two-for-one. Four power and menace is a really nasty combination, but that’s where the upsides stop. The fact that this has to buff one of your opponent’s creatures is terrible for you. Imagine your opponent has a pair of 2/2s to block with. Now, they have a 2/2 and a 3/3, and you’ll only trade for one of them. You also can’t attack into any first strike creature. I just don’t think this is worth playing very often, but it’s randomly very good against slower decks that don’t have all that many creatures."
Susurian Dirgecraft,4,"Five mana is a lot to pay for an edict effect like this, but it does come with a reasonable spacecraft attached to it. Susurian Dirgecraft just seems like a decent card. Nothing too flashy or broken, just solid value."
Susurian Voidborn,6,"Blood Artist variants are excellent alongside a sacrifice theme, and this one shouldn’t disappoint. I don’t think the warp cost matters all that much, but it’s cheap enough that if you know you’re going to sacrifice something, you can cheat Susurian Voidborn in and get some free value for your trouble."
Swarm Culler,3,"A flying creature like Swarm Culler should be easy to tap and trigger. You could always station something if your attacks don’t line up well, too. This trigger is definitely worth trying to enable, as the sacrifice decks should have plenty of fodder to fuel it and drawing cards is always good."
Temporal Intervention,1,"Temporal Intervention is far closer to Coercion than it is to Thoughtseize, but even the latter wouldn’t play out that well in Limited. These sorts of cards are often decent sideboard options that you never want in your main deck, though they tend to be more powerful in Sealed since people will have more bomb rares than usual."
Timeline Culler,4,"Timeline Culler is a card with a lot of potential. This is good and cheap at enabling a lot of black’s themes in Edge of Eternities. It’s also great to sacrifice, as you can warp it from the graveyard, sacrifice it, cast it from exile, sacrifice it, warp it again, and so on. Each other go around costs life, but having access to as many creatures to sacrifice as you can afford is really nice."
Tragic Trajectory,7,"Not being an instant might hold Tragic Trajectory back a little, but -2/-2 is still good enough to kill most creatures in the first couple of turns. If you can enable the void ability, the ability to kill just about anything for 1 mana is a huge upside, so this is one of the most efficient removal spells you’re going to see."
Umbral Collar Zealot,6,"In a game where everything costs mana, getting to do anything useful for free is something you should always pay attention to. Sacrificing something for free absolutely falls into this camp, and Umbral Collar Zealot is of the most premium cards for any kind of sacrifice deck. It’s also just a well-statted creature anywhere."
Virus Beetle,4,"When Virus Beetle was first printed in Kamigawa: Neon Dynasty, it ended up being one of the best commons in the set. Since then, black 2-drop creatures that force your opponent to discard have stood out in almost every set in which they’ve been printed. Granted, Kamigawa had a lot of synergies with both ninjutsu and artifacts to make Virus Beetle stand out in the way that it did, but it’s still going to be a good and highly sought-after common in Edge of Eternities."
Voidforged Titan,4,"Five-drops that do nothing aren’t exactly at the top of my wish list. Void doesn’t seem too difficult to enable, but how likely can you enable it on the same turn you play Voidforged Titan so you can draw a card right away? I don’t think it’ll happen all that often, but this has some potential if you can set it up correctly."
Vote Out,6,"Are there any Among Us fans out there? I love the flavor of this card, and it’s also extremely good. Four mana to destroy any creature is already fine, but convoking your creatures to cast Vote Out lets you fit it into a lot more places on your curve. It also enables the various creatures that have abilities that trigger when they become tapped, so that’s definitely something to watch out for."
"Xu-Ifit, Osteoharmonist",8,"We’ve seen cards similar to Xu-Ifit, Osteoharmonist in the past, but with a lot more guardrails in place to stop it being silly. The only real downside here is that the creature you reanimate has no abilities. That’s literally it. Otherwise, you can just continue to reanimate a creature, trade it in combat or sacrifice it, then get it back again next turn. This creature can provide you a constant stream of fodder and at no real cost, so it’s it a very difficult creature to play against."
Zero Point Ballad,9,"You need to take a long, hard look at any board wipe that can become a Plague Wind. While Zero Point Ballad costs you a fairly decent chunk of life, this should clear up most boards very easily. You may even be able to pick a value for X that leaves you with a creature or two and your opponent with none. This is of course even easier to enable if you can choose a big enough value of X and get one of those creatures back. The life loss and the mana investment keep this in check to some extent, but the raw power level is definitely here."
Bombard,4,"Four damage for 3 mana is very reasonable. We’ve seen Bombard a few times before and it’s always fine; it’s just good, clean removal."
Cut Propulsion,6,"Cut Propulsion is essentially a red Murder in the vast majority of cases. Every similar card we’ve seen in the past has been very playable, and I don’t see any reason why this wouldn’t be now."
Debris Field Crusher,4,"This isn’t quite the Flametongue Kavu that it could be. Five mana for 3 damage is really inefficient, and the spacecraft you get is really weak for the resources that you have to expend to station it. Debris Field Crusher is by no means bad because it’s still a two-for-one, but it’s definitely borderline."
Devastating Onslaught,5,"Casting Devastating Onslaught as a Heat Shimmer sounds like a losing play to me. Once you get to 5, 7, or even more mana, then you’re in business. You also want something worth copying, but there are a ton of good enters triggers for you to utilize, and you can also copy some big creature and make a big swing with your hasty tokens. There are a lot of ways to get good value from this, though it’s still a heavily situational card even with that support in place."
Drill Too Deep,3,"Artifact removal is very likely worth running in your main deck, so I’d be happy to run at least the first copy of Drill Too Deep. I don’t think you’ll choose the first mode all that often, but it’s very nice to have it there and randomly attack your opponent with a spacecraft."
Frontline War-Rager,1,"Frontline War-Rager needs to have triggered a couple of times before it’s worth the mana you’ve invested into it. The fact that you might not be able to enable it until later in the game, and even then the payoff is very minimal, makes me think this won’t make the cut very often."
Full Bore,1,"I think that anyone who’s been traumatized by Monstrous Rage in Standard over the past two years will jump to the conclusion that Full Bore is broken. I don’t see it though. Infuriate isn’t a remotely playable card, so you really need to cast this on a warp creature to get the best value from it, and that just isn’t going to happen often enough."
Galvanizing Sawship,6,"If we’re going to play any spacecraft just for its stats, it’s probably this one. The three charge counters it needs to be active feels like practically nothing, and attacking with Galvanizing Sawship immediately is extremely powerful. However, we know from vehicles that a crew cost of more than 1 is very real, so there’s a chance this is a lot worse than it looks. I’m happy to go out on a limb and say it’s good for now and then be proven wrong."
Invasive Maneuvers,6,"Two mana for 3 damage is always great. Time has shown that this is more than efficient enough for both Limited and Constructed. Getting 5 damage from time to time is also a nice upgrade, but not one that you have to enable to play this in every red deck."
Kav Landseeker,2,"Is a 4/3 with menace for 4 mana worth playing? Not really…? Getting a Lander token that you have to use before the end of your next turn isn’t much of an upside. Kav Landseeker is a fine card, but it’s nothing exciting and you probably won’t play it most of the time."
Kavaron Harrier,4,"Since you don’t keep the token, Kavaron Harrier’s ability doesn’t do a great deal that we’re excited about. Still, I don’t need that much convincing to play a 1-drop 2/1 in any aggressive deck, and the token ability should come up from time to time in the late game."
Kavaron Skywarden,4,"Thunderhead Gunner surprised nearly everybody with just how powerful it was in Aetherdrift. It even ended the format as the best red common. This new version doesn’t work in quite the same way, but as a 4/5 reach that grows in size on some of your turns, Kavaron Skywarden is actually big enough to block most creatures, including a great deal of the spacecraft. This looks great in all but the most aggressive red decks, and even there it’s big enough that it’ll make an impact."
Kavaron Turbodrone,2,"Kavaron Turbodrone is a reasonable effect to have access to, but as a 3-mana 2/3, this is really below par. Giving +1/+1 makes a big difference here so that it remains relevant even when you’re not playing a new creature, but I still don’t see this robot being more than a slightly below average creature."
Lithobraking,3,"The ability to deal 2 damage to each creature at instant speed is something you’d probably prefer not to start in your main deck. Still, this is going to be one of the best cards you can bring in from your sideboard, and EOE Limited might end up aggressive enough that it’s worth that main deck slot."
Melded Moxite,3,"Tormenting Voice is always borderline playable. It’s the kind of card that’s never bad, but also never a priority. The game has now evolved such that we get a good amount of additional upside whenever we see it, and this is no exception. We get our card filtering up front, but we can then turn Melded Moxite into a creature later, all while being an artifact in play to support other archetypes. This is a very good variant, and we’ll see a fair bit of it."
Memorial Team Leader,2,"If you’re going wide enough, Memorial Team Leader should have a good impact on the board, but it doesn’t look much better than just average. If I went the entire format and only played this card once or twice, I wouldn’t be surprised."
Memorial Vault,1,"This looks like it could be a suitable draw engine for some decks, but Memorial Vault has a few too many downsides for my liking. It only sacrifices artifacts, not creatures. You have to play the cards in the same turn, so you can’t reliably activate this at instant speed for value. Also, 4 mana is a big cost upfront, and you might not get much from it. I’m not a fan, but there’s some potential here for sure."
Molecular Modifier,5,"These kinds of creatures tend to play out a lot better than they look. Most Valuable Slayer was very similar, not only getting in a little extra damage, but also ensuring that the best your opponent can do is a chump block. I think Molecular Modifier is very powerful, but I’ll probably end up losing to it far more often than I’ll win with it."
Nebula Dragon,4,"I remember watching a Draft video a long time ago by the one and only Luis Scott-Vargas. He’s eyeing up Ember Shot in an Odyssey/Torment/Judgment Draft and simply says, “How much am I really willing to pay for a two-for-one?” Of course he took it, as well as two more copies by the end of the pack. Anyway, Nebula Dragon looks so sweet. It’s an obvious two-for-one, but a MV of 7 might be a little too much. Still, with Lander tokens that provide you with extra ramp, I’m sure this is worth striving towards."
Nova Hellkite,8,"One-toughness creatures don’t look very safe here. Nova Hellkite is very powerful to cast for full price, but you also get a random free hit if you have 3 spare mana earlier in the game. This is great in any red deck, but it really shines in the most aggressive decks."
Orbital Plunge,4,"Six damage means Orbital Plunge will be able to kill just about any creature in Edge of Eternities Limited for just 4 mana. That’s a decent deal, even if 4 mana is a little inefficient for a removal spell. You’ll also get a Lander token a good amount of the time for a nice little bit of extra value."
Oreplate Pangolin,4,"Oreplate Pangolin looks like it could be very nasty. It’s already a 2/2 for 2, so we’re starting off strong, but it can easily attack as a 3/3 on the next turn and a 4/4 the turn after. If the red/blue artifact aggro deck is good, this will be one of the reasons for it. What a sweet card."
Pain for All,4,"Auras really do suck, but at least Pain for All has a very good ability when it enters. You can still get blown out if your opponent kills your creature in response when you cast this, but as long as you play it at a point when that can’t happen, this is just a good removal spell with a little bit of extra upside."
Plasma Bolt,6,"Any 1-mana spell that can deal 3 damage to any target is very much worth looking at twice. I don’t know how easily you’ll be able to enable the void ability on Plasma Bolt, but 2 damage is still reasonable for 1 mana, even if it’s only a sorcery. The efficiency of this card is what pushes it over the top and makes this sorcery an easy choice for the best red common in Edge of Eternities."
Possibility Technician,9,"Unlike most red cards that exile cards and allow you to play them, this card doesn’t actually give you a time limit on it, assuming you have enough kavu creatures in your deck. Given that, Possibility Technician’s ability is very close to simply drawing a card whenever it or another kavu enters. Even just by itself, this can net you two cards by simply warping in before you hard cast it. This is just a lot of card advantage in one simple package and an excellent build-around for kavu."
Red Tiger Mechan,2,"Haste creatures are good for ending your creature curve and getting a good attack in, but 4 mana for a 3/3 just isn’t quite good enough. The 2-mana warp mode is quite interesting though, so I’m sure Red Tiger Mechan isn’t completely terrible and can find a home somewhere."
Remnant Elemental,3,"What is this Remnant Elemental trying to do exactly? The +2/+0 implies it’s aggressive, but it’s a 0/4 with reach? What I really don’t like is that if you don’t have a land to play, this can’t deal any damage. This is far from the best landfall card you’re going to see, but it has just enough going for it that it’s not completely useless."
Rig for War,1,"It’s been a while since Sure Strike was last playable, and adding reach doesn’t somehow make it good again. Red has a ton of good removal in Edge of Eternities, so a weak trick like Rig for War doesn’t feel like it needs to be played."
Roving Actuator,3,"There’s quite a bit of work that you need to do to enable Roving Actuator, but there are a lot of good spells available for you to cast from the graveyard like Plasma Bolt or Invasive Maneuvers. It isn’t trivial to enable void and cast this in the same turn, but if you can put in the effort, there’s a lot of payoff here."
Ruinous Rampage,2,"With Edge of Eternities being built around artifacts, exiling all artifacts that cost 3 or less sounds good, but it’s probably a little too restrictive. This is the kind of card I’d much rather keep in the sideboard at first, but the format may very well evolve to the point that this is warranted in the main deck."
Rust Harvester,9,"Despite being a 1-drop, this is actually better the later that you play it. Getting to turn the artifacts in your graveyard into not just extra power but also removal is a great way to end the game. Rust Harvester is a little bit on the slow side, but if your opponent doesn’t have any removal for it, it’ll take over the game very easily."
Slagdrill Scrapper,2,"While drawing a card is nice, a 1-mana 1/2 is not. One-drops are often highly desirable, but Slagdrill Scrapper is just a bit too clunky and lacks impact throughout the game."
Systems Override,5,"It’s been a long time since Threaten was good. But that’s only because red hasn’t had a sacrifice theme for several sets. Whenever black/red tries to do the sacrifice thing, these types of cards are incredible. You can steal an opponent’s creature, hit them back with it, then sacrifice it so they don’t get it back. You could also use Systems Override on your own creature/artifact, which might be worth it if you do so on a big spacecraft and get it fully stationed for the turn. You probably won’t need to do that, but it’s a nice option to have."
"Tannuk, Steadfast Second",6,"Tannuk, Steadfast Second is pretty cool. Giving warp to your artifacts and red creatures doesn’t just let you cheat them out, but it also lets you cast them twice. Suddenly, cards like Nebula Dragon and Warmaker Gunship can give you a ton of extra value. Tannuk gets a bit better if you can build around it, but every red deck obviously has red creatures that you can warp out if you want to, so it’ll also be generically good in any deck."
Terminal Velocity,0,"This could be a potentially very powerful card. After all, it’s like Through the Breach plus a board wipe. The problem is that Terminal Velocity does nothing by itself. It requires you to have an artifact or creature in your hand that’s worth using with it, which isn’t guaranteed by the time you get to 6 mana. Even then, you’ll be down two cards by the end of the turn, so you need to balance that against how many creatures you might kill or what kind of value the entering creature/artifact will give you. That’s far too many things that have to go right."
Terrapact Intimidator,4,"Punisher mechanics that allow your opponent to choose your effect are historically bad. Your opponent can always choose whatever effect is best for them. Even when both modes look good, there are still downsides. When you’re flooding out, do you really need more Lander tokens? Or if you’re mana screwed, is a 4/3 really going to help that much? All that being said, the rate on Terrapact Intimidator is good enough that I think it’s worth playing, but it’s just a horribly unreliable card that’ll rarely do what you want or need it to."
Territorial Bruntar,6,"While Territorial Bruntar probably can’t do anything on the turn you play it, a free spell every time you play a land is great. As a 6-drop, a 6/6 with reach gums up the board very nicely, and then the landfall triggers help you to close out the game with a bunch of card advantage in the following turns. I love this as a nice ramp payoff, so hopefully it’ll be as good as it looks."
Vaultguard Trooper,3,"Is it just me, or does this guy look like one of those monsters from classic movies that used stop-motion animation? In particular, the Cyclops from The 7th Voyage of Sinbad? I don’t like Vaultguard Trooper all that much. I wouldn’t want to play a vanilla 5/5 for 5, and there’s no guarantee that I can even use the ability effectively. I’m sure it’s fine, and 5 power is good for stationing spacecraft, but it’s a very uninspiring card."
Warmaker Gunship,8,"I said at the start that spacecraft will probably live and die by the quality of their abilities, since stationing them takes a lot of effort. Warmaker Gunship definitely has a quality ability. Killing a creature on entering is one of the best abilities you can have in Limited. You have to put a little bit of effort into supporting it, but I imagine most red decks will have at least a couple of artifacts around to allow this to deal a fair amount of damage."
Weapons Manufacturing,7,"Weapons Manufacturing looks like a sweet build-around card. You need a lot of things for it to go right, including several artifacts and some ways to sacrifice the tokens, but the payoff you get for doing all of that is well worth it, allowing you to pretty much kill any creature your opponent plays. It could be that this enchantment requires too much work in the long run, but I’m very willing to try it out, and it even looks really fun for a Constructed deck, too."
Weftstalker Ardent,3,"This looks remarkably similar to Molten Gatekeeper, which looked like it had a lot of potential but ended up being about average. Weftstalker Ardent should be fine in an aggressive deck, though not spectacular, and it probably doesn’t even belong in any other kind of deck."
Zookeeper Mechan,4,"Red has a lot of expensive cards to play with in Edge of Eternities, so a mana dork is perfect. Zookeeper Mechan is basically a red Goobbue Gardener or Druid of the Cowl, both of which are great cards in their own rights."
Atmospheric Greenhouse,6,"I still remember Ridgescale Tusker ending up as the mythic uncommon in Aether Revolt, and I’ll never underestimate this ability again. Even though Atmospheric Greenhouse won’t be a creature right away, it’s not unreasonable to imagine distributing three or four counters immediately, which is already a big swing in your favor. If you still can’t attack, that power buff is probably enough to get it stationed at least by the next time you get to attack."
Bioengineered Future,1,"If you get to play Bioengineered Future on turn 3, you should hit enough land drops to have it active for a few turns. Except that if you play this enchantment any later than that, it starts to become more and more worthless. You can definitely play this, but I think it’s going to be far too situational to be as good as it might look."
Biosynthic Burst,2,"There are certainly worse combat tricks out there, but it’s weird that a lot of the time I’d rather trade some of the tacked-on abilities for just more power and toughness. Biosynthic Burst is playable, but not something you’ll ever want to prioritize."
Blooming Stinger,3,"Say it with me: Cheap deathtouch creatures are always good. Giving another creature deathtouch when it enters isn’t something you can surprise an opponent with very often. Blooming Stinger will just facilitate an attack with a creature that otherwise would have been blocked, but it’s still a free bonus that you’ll absolutely take."
Broodguard Elite,5,"Broodguard Elite has a lot going for it, allowing you to put quite a lot of +1/+1 counters onto the field. Unlike a lot of the other warp creatures, the fact that you keep its counters on your board actually feels like the creature doesn’t go away at the end of the turn. All that said, I feel like I’d want to be in the +1/+1 counter deck to want this insect, but it should perform very well in that home."
Close Encounter,5,"Bite spells are typically good as green’s removal option. This version is a little more flexible than most, and your opponent can’t disrupt Close Encounter by removing your chosen creature in response (there's no targeting, so the choice is made upon resolution). It’s pretty good, and you’ll happily take it early when you’re in green."
Diplomatic Relations,4,"First thing's first: This card has received errata due to being misprinted. The correct text must target one of your own creatures first, which then deals damage to another creature. As written, this would let you target an opponent's creature to damage itself or another creature, but that functionality was unintentional."
Drix Fatemaker,3,"If this were just a 4-drop, it’d probably be a little too weak, but Drix Fatemaker comes with a warp cost to help make it a lot more playable. For 2 mana, you can get a +1/+1 counter, and that creature even has trample for the turn. I'd say that’s enough of a bonus to make this a solid curve-filler for the +1/+1 counter deck."
Edge Rover,4,"This symmetrical trigger isn’t the worst thing to give to your opponent, so I’m not really looking at it as a big enough downside to stop me wanting a 1-drop 2/2. If you have an aggressive green deck like the green/white counters deck, Edge Rover is absolutely worth playing."
Eumidian Terrabotanist,5,"I’m sure to many people Eumidian Terrabotanist’s ability looks weak, but having played with similar cards in the past, I can tell you it’s incredibly annoying. I’d always play a creature of this size that gained 2 or 3 life when it entered, and this will often gain a lot more than that. While this druid is obviously designed for one of the Lander token decks, it’s still just a solid green card that I’d happily play in any green deck."
Eusocial Engineering,6,"This card design has always felt a bit lackluster in the past, like with Zendikar's Roil or Chocobo Racetrack. Expensive landfall cards never quite work out because the last thing you want after you cast a 5-drop is to then play more lands. However, Eusocial Engineering looks like a huge upgrade over its predecessors. The 2-mana warp cost is huge, allowing you to basically make a 2/2 token for 2 mana on an earlier turn of the game. Or imagine if you play this enchantment on turn 4, get a 2/2 for your fourth land drop, then pay your remaining 2 mana to sacrifice a Lander token. This looks very good to me and a great build-around card for landfall decks."
Famished Worldsire,8,"So, here’s the deal. You pay 8 mana, play Famished Worldsire, and sacrifice your eight lands. This leviathan then becomes a 24/24 with ward 3 and when it enters, you look at your top 24 cards (i.e. your whole deck at this point), and you get any number of lands you find there (the rest of them) right onto the battlefield. This is absolutely absurd! It’s a 24/24 that gives you up to 9 land drops for landfall triggers! Eight mana is a lot of course, but you only need one or two permanents with landfall abilities for this to be completely gross."
Frenzied Baloth,3,"A lot of the text on Frenzied Baloth is little more than flavor text for the sake of Limited. What we’re really looking at is double green for a 3/2 with trample and haste. That’s not bad, but it’s not all that great either."
Fungal Colossus,3,"This takes me back to Yavimaya Sojourner from Dominaria United. That was quite a bit easier to enable thanks to the set’s dual lands (it was very possible to play on turn 3), but this version should still put in some good work. Fungal Colossus is already a 5-drop in your average 2-color deck, and it shouldn’t be too hard to bring that down to 4, 3, or even less mana."
Galactic Wayfarer,4,"Three mana for a 3/3 and a useful ability is a very good deal. The Lander tokens are important for many of the strategies in Edge of Eternities, and getting a Lander as freely as this looks very strong to me."
Gene Pollinator,4,"Yes, it comes with a condition, but Gene Pollinator is still a decent mana dork. Similar cards in the past like Jaspera Sentinel have forced you to tap a creature to get your mana, but tapping any permanent to do it makes this a lot more flexible. Now, you can tap useless things like Landers, spacecraft, or whatever else. You can even tap a land if it means you get to float mana of a different color. This is awesome, and I expect it’ll play a significant role in Edge of Eternities Limited."
Germinating Wurm,3,"This is a card that makes me think I might be wrong about the station mechanic. I’m generally of the impression that getting the max number of charge counters needed to turn a spacecraft into a creature is going to be quite difficult. But then cards like Germinating Wurm come along and make me think otherwise. You can warp this for just 2 mana and end up with 2 extra life and five charge counters on your spacecraft, and that’s on top of getting to cast it later for full cost. I like this card a lot, and I expect to play it in a lot of green decks."
Glacier Godmaw,6,"This card is an absolute beating. It’s rather deceptive that Glacier Godmaw costs 7 mana, because you really want to be able to make a land drop on the turn it enters. If you do, not only does it attack as a 7/7 with haste, trample, and vigilance, but you also buff your whole team, almost like a mini-Craterhoof Behemoth. This is a very aggressively slanted green finisher."
Harmonious Grovestrider,3,"A giant vanilla creature with ward for 5 mana is… fine? Harmonious Grovestrider isn’t bad by any stretch, but without any kind of trample or evasion, your opponent can just keep chump blocking it with whatever little creature happens to get in the way."
Hemosymbic Mite,4,"On its own, Hemosymbic Mite looks fairly weak, but it’s immensely annoying if the numbers happen to line up. It isn’t hard to tap it if you have access to a spacecraft, and it can turn into a very potent threat with any kind of pump spell. Still, the fact that it does very little without that support holds it back quite a lot."
Icecave Crasher,3,"If we assume that Icecave Crasher attacks as a 5/4 with trample most of the time, it looks like quite an annoying creature. At 4 mana, it’s very well costed and a worthwhile addition to an aggressive curve."
Icetill Explorer,4,"Intrepid Tenderfoot reminds me a lot of Sauroform Hybrid. You can play it as a solid 2-drop in the early game and trade it off if needed, but it becomes a very potent mana sink when you reach the late game. Given enough time, it could be the biggest creature on the board, which is very impressive for a simple 2-drop."
Intrepid Tenderfoot,4,"Intrepid Tenderfoot reminds me a lot of Sauroform Hybrid. You can play it as a solid 2-drop in the early game and trade it off if needed, but it becomes a very potent mana sink when you reach the late game. Given enough time, it could be the biggest creature on the board, which is very impressive for a simple 2-drop."
Larval Scoutlander,4,"It’s a little too expensive these days to cast Lashwhip Predator for 6 mana, but the cost reduction should come up pretty often. You can’t enable it yourself aside from just not killing your opponent’s creatures, but it should be castable for 4 mana most of the time."
Lashwhip Predator,4,"It’s a little too expensive these days to cast Lashwhip Predator for 6 mana, but the cost reduction should come up pretty often. You can’t enable it yourself aside from just not killing your opponent’s creatures, but it should be castable for 4 mana most of the time."
Loading Zone,0,"The ability to warp Loading Zone out is kind of nice, but this enchantment does nothing unless you play something else that gives you some counters. That’s not a liability you can often afford in Limited."
Meltstrider Eulogist,6,"This is awesome. The counters deck looks very powerful and has a lot of good tools, including Meltstrider Eulogist. Any aggressive deck is bound to have its creatures die frequently, and this rewards you for that perfectly. It’s also just a great size so it can get in the red zone itself."
Meltstrider’s Gear,1,"Even if you get the first attachment for free, +2/+1 doesn’t do a great deal to help a creature survive in combat, and 5 mana is a ridiculous amount to reattach it. Meltstrider's Gear looks virtually unplayable to me, though terrible 1-mana artifacts have been known to pull their weight at times."
Meltstrider’s Resolve,5,"We’ve known for quite some time that Rabid Bite is far better than Prey Upon. Fight spells are awkward because you not only need to make sure you’ll be able to kill a creature, but you also need to ensure that your own creature survives. The +0/+2 Meltstrider's Resolve provides goes a long way towards helping that, so this is one of the better fight spells that we’ve seen. Warbriar Blessing proved its worth back in Theros Beyond Death, and I’m sure this version will be just as good."
Mightform Harmonizer,4,"Mightform Harmonizer is a rare, but it doesn’t really look like one. I’m not impressed. Doubling a creature’s power is great if the creature is already good, but it has to be fairly big and have some kind of evasion for that to be the case. Otherwise, this ability does virtually nothing. It’s still a decent size of creature, but this isn’t anywhere close to a bomb rare."
Ouroboroid,10,"This might just be the most ridiculously absurd Luminarch Aspirant variant we’ve ever seen. Right away, Ouroboroid puts a +1/+1 counter on all of your creatures. Then next turn gives two counters, then four, and so on exponentially. This wurm on turn 4 is basically impossible to beat if your opponent doesn’t kill it off immediately, and it’s probably the card I’d be most scared of playing against in EOE Limited."
Pull Through the Weft,3,"We’ve seen a lot of Restock variants, and they all play out roughly the same. They’re good to hit in the late game but clunky to draw in your opening hand. Getting two lands back doesn’t seem very relevant, though it’s a nice bonus. Pull Through the Weft will particularly stand out in the green/black graveyard decks, and the others will probably pass on it more often than not."
Sami’s Curiosity,4,"Looks like Wayfarer's Bauble is back on the menu! Sami's Curiosity is great; it accelerates you to a 4-drop on turn 3 if you have it in your opening hand, and it just gives you a simple ramp spell if you draw it later. This is one of the best versions of this effect we’ve seen for quite some time, and I expect this to be a big card in EOE Limited."
Seedship Agrarian,5,"As long as you have a spacecraft to station, Seedship Agrarian functions as its own enabler and payoff. This is perhaps the easiest way to create multiple Lander tokens over the course of a few turns, building up to one great big turn when you get three or four extra lands and all the benefits that come with it. All the while, this insect freely picks up counters just because you make your land drops. You also have some nice plays available to you where you attack, create a Lander, then that Lander functions as an on-board combat trick to push through your damage. This is a great card for any green deck but an absolute gem for the landfall decks."
Seedship Impact,4,"The abundance of artifacts in Edge of Eternities leads me to believe that artifact removal is going to be very good for the main deck. There are enough nonartifact creatures around that Seedship Impact isn’t literally Doom Blade, but it’ll feel like it is in certain matchups."
Shattered Wings,3,"Artifact removal should be good enough in the main deck, but a 3-mana sorcery isn’t the best of options. I’d love to pick up a Shattered Wings for my main deck, and others will probably start in the sideboard until needed."
Skystinger,1,"Every spacecraft except The Eternity Elevator in Edge of Eternities flies, and most of them have 8 or less toughness, so Skystinger is pretty good at fending them off. It doesn’t do much else though, and there are much better ways to deal with massive fliers."
Sledge-Class Seedship,2,"When I first saw Tapestry Warden, I thought it might be a sign that we’d get a toughness matters theme. Turns out this is the only card that cares about it, so never mind. Though this robot is essentially a 4/4, that’s not enough to make me excited to run it. About 36% of EOE’s creatures have toughness greater than their power, so it’s not a huge bonus to have."
Tapestry Warden,2,"When I first saw Tapestry Warden, I thought it might be a sign that we’d get a toughness matters theme. Turns out this is the only card that cares about it, so never mind. Though this robot is essentially a 4/4, that’s not enough to make me excited to run it. About 36% of EOE’s creatures have toughness greater than their power, so it’s not a huge bonus to have."
